52
150
1	43	3	1
2	14	4	10
3	13	5	20
4	2	4	10
5	38	4	20
6	17	4	6
7	30	1	10
8	10	3	14
9	28	3	19
10	31	4	18
11	31	5	12
12	50	1	5
13	17	2	15
14	17	3	7
15	23	5	18
16	40	3	19
17	22	3	12
18	40	5	15
19	18	5	17
20	45	1	14
21	28	4	12
22	44	2	13
23	33	5	13
24	48	1	3
25	42	1	9
26	48	3	6
27	41	3	15
28	7	4	1
29	26	4	13
30	19	1	2
31	16	3	19
32	30	5	5
33	36	3	15
34	2	1	2
35	25	4	13
36	12	1	20
37	17	2	5
38	34	1	2
39	31	1	1
40	5	3	6
41	44	2	6
42	49	1	2
43	12	4	15
44	9	5	5
45	39	5	18
46	10	3	10
47	20	1	14
48	10	2	15
49	19	4	18
50	38	2	17
51	10	1	7
52	18	3	19
53	9	3	16
54	49	3	13
55	40	3	10
56	52	1	11
57	21	1	10
58	3	4	13
59	12	4	9
60	48	2	17
61	42	5	20
62	46	4	20
63	13	2	7
64	45	3	8
65	24	4	15
66	39	1	20
67	32	4	18
68	45	4	20
69	20	1	3
70	23	2	4
71	38	1	15
72	20	4	5
73	22	2	18
74	6	2	17
75	1	2	19
76	25	3	10
77	22	5	13
78	28	2	14
79	20	2	20
80	30	4	3
81	48	1	3
82	31	1	10
83	48	1	6
84	47	3	4
85	37	4	7
86	50	2	17
87	1	4	19
88	44	4	9
89	2	5	9
90	18	5	14
91	30	3	11
92	16	5	15
93	27	4	2
94	21	4	4
95	8	2	12
96	7	5	19
97	5	3	13
98	14	2	11
99	36	1	16
100	44	4	5
101	15	4	6
102	12	3	8
103	33	1	11
104	19	2	2
105	16	3	7
106	47	1	3
107	28	1	3
108	15	3	20
109	21	5	9
110	15	2	16
111	14	3	9
112	1	4	11
113	5	5	3
114	8	1	14
115	37	4	10
116	35	2	8
117	40	1	5
118	3	5	16
119	31	4	14
120	49	3	12
121	20	2	17
122	27	5	15
123	41	3	20
124	14	5	16
125	3	1	7
126	5	2	3
127	46	5	2
128	2	3	11
129	25	3	4
130	41	4	15
131	30	5	2
132	7	3	12
133	2	4	14
134	14	3	17
135	30	5	17
136	47	4	14
137	15	1	17
138	52	1	13
139	47	4	10
140	6	4	8
141	42	1	1
142	3	4	13
143	21	3	3
144	49	2	12
145	36	2	16
146	27	5	4
147	34	5	20
148	30	2	2
149	52	1	10
150	10	5	16
